scenario_id,wind_scenario,solar_scenario,hour,hour_label,wind_MW,solar_MW,load_MW
5,2,1,1,1:00-2:00,8.5,0.0,1.0997999999999999
5,2,1,2,2:00-3:00,9.379999999999999,0.0,0.7998000000000001
5,2,1,3,3:00-4:00,10.304,0.0,0.99
5,2,1,4,4:00-5:00,9.9,0.0,1.1802000000000001
5,2,1,5,5:00-6:00,9.62,0.0,1.6301999999999999
5,2,1,6,6:00-7:00,9.14,14.08,2.5002
5,2,1,7,7:00-8:00,7.640000000000001,25.6,3.3701999999999996
5,2,1,8,8:00-9:00,4.748,37.12,4.0098
5,2,1,9,9:00-10:00,4.859999999999999,46.08,4.199999999999999
5,2,1,10,10:00-11:00,5.335999999999999,52.48,4.1202
5,2,1,11,11:00-12:00,4.292,55.04,3.9000000000000004
5,2,1,12,12:00-13:00,4.168,56.32,3.2598000000000003
5,2,1,13,13:00-14:00,6.787999999999999,56.32,2.6898
5,2,1,14,14:00-15:00,8.364,52.48,3.63
5,2,1,15,15:00-16:00,8.404,44.8,3.8202000000000003
5,2,1,16,16:00-17:00,5.896,33.28,3.75
5,2,1,17,17:00-18:00,6.6080000000000005,24.32,3.1398
5,2,1,18,18:00-19:00,6.252,11.52,2.61
5,2,1,19,19:00-20:00,4.312,0.0,2.1198
5,2,1,20,20:00-21:00,2.3280000000000003,0.0,1.8599999999999999
5,2,1,21,21:00-22:00,1.492,0.0,1.6301999999999999
5,2,1,22,22:00-23:00,2.124,0.0,1.56
5,2,1,23,23:00-24:00,3.6959999999999997,0.0,1.4802
6,2,2,0,0:00-1:00,5.312,0.0,1.3698000000000001
6,2,2,1,1:00-2:00,8.5,0.0,1.0997999999999999
6,2,2,2,2:00-3:00,9.379999999999999,0.0,0.7998000000000001
6,2,2,3,3:00-4:00,10.304,0.0,0.99
6,2,2,4,4:00-5:00,9.9,0.0,1.1802000000000001
6,2,2,5,5:00-6:00,9.62,0.0,1.6301999999999999
6,2,2,6,6:00-7:00,9.14,0.0,2.5002
6,2,2,7,7:00-8:00,7.640000000000001,3.2,3.3701999999999996
6,2,2,8,8:00-9:00,4.748,10.88,4.0098
6,2,2,9,9:00-10:00,4.859999999999999,17.92,4.199999999999999
6,2,2,10,10:00-11:00,5.335999999999999,24.96,4.1202
6,2,2,11,11:00-12:00,4.292,31.36,3.9000000000000004
6,2,2,12,12:00-13:00,4.168,35.84,3.2598000000000003
6,2,2,13,13:00-14:00,6.787999999999999,37.12,2.6898
6,2,2,14,14:00-15:00,8.364,32.0,3.63
6,2,2,15,15:00-16:00,8.404,25.6,3.8202000000000003
6,2,2,16,16:00-17:00,5.896,19.2,3.75
6,2,2,17,17:00-18:00,6.6080000000000005,9.6,3.1398
6,2,2,18,18:00-19:00,6.252,3.2,2.61
6,2,2,19,19:00-20:00,4.312,0.0,2.1198
6,2,2,20,20:00-21:00,2.3280000000000003,0.0,1.8599999999999999
6,2,2,21,21:00-22:00,1.492,0.0,1.6301999999999999
6,2,2,22,22:00-23:00,2.124,0.0,1.56
6,2,2,23,23:00-24:00,3.6959999999999997,0.0,1.4802
7,2,3,0,0:00-1:00,5.312,0.0,1.3698000000000001
7,2,3,1,1:00-2:00,8.5,0.0,1.0997999999999999
7,2,3,2,2:00-3:00,9.379999999999999,0.0,0.7998000000000001
7,2,3,3,3:00-4:00,10.304,0.0,0.99
7,2,3,4,4:00-5:00,9.9,0.0,1.1802000000000001
7,2,3,5,5:00-6:00,9.62,0.0,1.6301999999999999
7,2,3,6,6:00-7:00,9.14,0.0,2.5002
7,2,3,7,7:00-8:00,7.640000000000001,1.28,3.3701999999999996
7,2,3,8,8:00-9:00,4.748,3.2,4.0098
7,2,3,9,9:00-10:00,4.859999999999999,5.12,4.199999999999999
7,2,3,10,10:00-11:00,5.335999999999999,7.68,4.1202
7,2,3,11,11:00-12:00,4.292,11.52,3.9000000000000004
7,2,3,12,12:00-13:00,4.168,14.08,3.2598000000000003
7,2,3,13,13:00-14:00,6.787999999999999,14.08,2.6898
7,2,3,14,14:00-15:00,8.364,11.52,3.63
7,2,3,15,15:00-16:00,8.404,7.04,3.8202000000000003
7,2,3,16,16:00-17:00,5.896,5.12,3.75
7,2,3,17,17:00-18:00,6.6080000000000005,3.2,3.1398
7,2,3,18,18:00-19:00,6.252,1.28,2.61
7,2,3,19,19:00-20:00,4.312,0.0,2.1198
7,2,3,20,20:00-21:00,2.3280000000000003,0.0,1.8599999999999999
7,2,3,21,21:00-22:00,1.492,0.0,1.6301999999999999
7,2,3,22,22:00-23:00,2.124,0.0,1.56
7,2,3,23,23:00-24:00,3.6959999999999997,0.0,1.4802
8,2,4,0,0:00-1:00,5.312,0.0,1.3698000000000001
8,2,4,1,1:00-2:00,8.5,0.0,1.0997999999999999
8,2,4,2,2:00-3:00,9.379999999999999,0.0,0.7998000000000001
8,2,4,3,3:00-4:00,10.304,0.0,0.99
8,2,4,4,4:00-5:00,9.9,0.0,1.1802000000000001
8,2,4,5,5:00-6:00,9.62,0.0,1.6301999999999999
8,2,4,6,6:00-7:00,9.14,0.0,2.5002
8,2,4,7,7:00-8:00,7.640000000000001,0.0,3.3701999999999996
8,2,4,8,8:00-9:00,4.748,0.0,4.0098
8,2,4,9,9:00-10:00,4.859999999999999,0.0,4.199999999999999
8,2,4,10,10:00-11:00,5.335999999999999,0.0,4.1202
8,2,4,11,11:00-12:00,4.292,1.28,3.9000000000000004
8,2,4,12,12:00-13:00,4.168,5.12,3.2598000000000003
8,2,4,13,13:00-14:00,6.787999999999999,7.68,2.6898
8,2,4,14,14:00-15:00,8.364,5.12,3.63
8,2,4,15,15:00-16:00,8.404,1.28,3.8202000000000003
8,2,4,16,16:00-17:00,5.896,0.0,3.75
8,2,4,17,17:00-18:00,6.6080000000000005,0.0,3.1398
8,2,4,18,18:00-19:00,6.252,0.0,2.61
8,2,4,19,19:00-20:00,4.312,0.0,2.1198
8,2,4,20,20:00-21:00,2.3280000000000003,0.0,1.8599999999999999
8,2,4,21,21:00-22:00,1.492,0.0,1.6301999999999999
8,2,4,22,22:00-23:00,2.124,0.0,1.56
8,2,4,23,23:00-24:00,3.6959999999999997,0.0,1.4802
9,3,1,0,0:00-1:00,11.904,0.0,1.3698000000000001
9,3,1,1,1:00-2:00,13.384,0.0,1.0997999999999999
9,3,1,2,2:00-3:00,14.268,0.0,0.7998000000000001
9,3,1,3,3:00-4:00,15.72,0.0,0.99
9,3,1,4,4:00-5:00,15.088,0.0,1.1802000000000001
9,3,1,5,5:00-6:00,13.475999999999999,0.0,1.6301999999999999
9,3,1,6,6:00-7:00,13.832,14.08,2.5002
9,3,1,7,7:00-8:00,12.76,25.6,3.3701999999999996
9,3,1,8,8:00-9:00,10.712,37.12,4.0098
9,3,1,9,9:00-10:00,11.916,46.08,4.199999999999999
9,3,1,10,10:00-11:00,8.804,52.48,4.1202
9,3,1,11,11:00-12:00,9.3,55.04,3.9000000000000004
9,3,1,12,12:00-13:00,9.012,56.32,3.2598000000000003
9,3,1,13,13:00-14:00,10.704,56.32,2.6898
9,3,1,14,14:00-15:00,10.604,52.48,3.63
9,3,1,15,15:00-16:00,14.552,44.8,3.8202000000000003
9,3,1,16,16:00-17:00,13.724,33.28,3.75
9,3,1,17,17:00-18:00,12.347999999999999,24.32,3.1398
9,3,1,18,18:00-19:00,12.152000000000001,11.52,2.61
9,3,1,19,19:00-20:00,9.236,0.0,2.1198
9,3,1,20,20:00-21:00,7.228,0.0,1.8599999999999999
9,3,1,21,21:00-22:00,6.252,0.0,1.6301999999999999
9,3,1,22,22:00-23:00,6.452,0.0,1.56
9,3,1,23,23:00-24:00,7.972,0.0,1.4802
10,3,2,0,0:00-1:00,11.904,0.0,1.3698000000000001
10,3,2,1,1:00-2:00,13.384,0.0,1.0997999999999999
10,3,2,2,2:00-3:00,14.268,0.0,0.7998000000000001
10,3,2,3,3:00-4:00,15.72,0.0,0.99
10,3,2,4,4:00-5:00,15.088,0.0,1.1802000000000001
10,3,2,5,5:00-6:00,13.475999999999999,0.0,1.6301999999999999
10,3,2,6,6:00-7:00,13.832,0.0,2.5002
10,3,2,7,7:00-8:00,12.76,3.2,3.3701999999999996
10,3,2,8,8:00-9:00,10.712,10.88,4.0098
10,3,2,9,9:00-10:00,11.916,17.92,4.199999999999999
10,3,2,10,10:00-11:00,8.804,24.96,4.1202
10,3,2,11,11:00-12:00,9.3,31.36,3.9000000000000004
10,3,2,12,12:00-13:00,9.012,35.84,3.2598000000000003
10,3,2,13,13:00-14:00,10.704,37.12,2.6898
10,3,2,14,14:00-15:00,10.604,32.0,3.63
10,3,2,15,15:00-16:00,14.552,25.6,3.8202000000000003
10,3,2,16,16:00-17:00,13.724,19.2,3.75
10,3,2,17,17:00-18:00,12.347999999999999,9.6,3.1398
10,3,2,18,18:00-19:00,12.152000000000001,3.2,2.61
10,3,2,19,19:00-20:00,9.236,0.0,2.1198
10,3,2,20,20:00-21:00,7.228,0.0,1.8599999999999999
10,3,2,21,21:00-22:00,6.252,0.0,1.6301999999999999
10,3,2,22,22:00-23:00,6.452,0.0,1.56
10,3,2,23,23:00-24:00,7.972,0.0,1.4802
11,3,3,0,0:00-1:00,11.904,0.0,1.3698000000000001
11,3,3,1,1:00-2:00,13.384,0.0,1.0997999999999999
11,3,3,2,2:00-3:00,14.268,0.0,0.7998000000000001
11,3,3,3,3:00-4:00,15.72,0.0,0.99
11,3,3,4,4:00-5:00,15.088,0.0,1.1802000000000001
11,3,3,5,5:00-6:00,13.475999999999999,0.0,1.6301999999999999
11,3,3,6,6:00-7:00,13.832,0.0,2.5002
11,3,3,7,7:00-8:00,12.76,1.28,3.3701999999999996
11,3,3,8,8:00-9:00,10.712,3.2,4.0098
11,3,3,9,9:00-10:00,11.916,5.12,4.199999999999999
11,3,3,10,10:00-11:00,8.804,7.68,4.1202
11,3,3,11,11:00-12:00,9.3,11.52,3.9000000000000004
11,3,3,12,12:00-13:00,9.012,14.08,3.2598000000000003
11,3,3,13,13:00-14:00,10.704,14.08,2.6898
11,3,3,14,14:00-15:00,10.604,11.52,3.63
11,3,3,15,15:00-16:00,14.552,7.04,3.8202000000000003
11,3,3,16,16:00-17:00,13.724,5.12,3.75
11,3,3,17,17:00-18:00,12.347999999999999,3.2,3.1398
11,3,3,18,18:00-19:00,12.152000000000001,1.28,2.61
11,3,3,19,19:00-20:00,9.236,0.0,2.1198
11,3,3,20,20:00-21:00,7.228,0.0,1.8599999999999999
11,3,3,21,21:00-22:00,6.252,0.0,1.6301999999999999
11,3,3,22,22:00-23:00,6.452,0.0,1.56
11,3,3,23,23:00-24:00,7.972,0.0,1.4802
12,3,4,0,0:00-1:00,11.904,0.0,1.3698000000000001
12,3,4,1,1:00-2:00,13.384,0.0,1.0997999999999999
12,3,4,2,2:00-3:00,14.268,0.0,0.7998000000000001
12,3,4,3,3:00-4:00,15.72,0.0,0.99
12,3,4,4,4:00-5:00,15.088,0.0,1.1802000000000001
12,3,4,5,5:00-6:00,13.475999999999999,0.0,1.6301999999999999
12,3,4,6,6:00-7:00,13.832,0.0,2.5002
12,3,4,7,7:00-8:00,12.76,0.0,3.3701999999999996
12,3,4,8,8:00-9:00,10.712,0.0,4.0098
12,3,4,9,9:00-10:00,11.916,0.0,4.199999999999999
12,3,4,10,10:00-11:00,8.804,0.0,4.1202
12,3,4,11,11:00-12:00,9.3,1.28,3.9000000000000004
12,3,4,12,12:00-13:00,9.012,5.12,3.2598000000000003
12,3,4,13,13:00-14:00,10.704,7.68,2.6898
12,3,4,14,14:00-15:00,10.604,5.12,3.63
12,3,4,15,15:00-16:00,14.552,1.28,3.8202000000000003
12,3,4,16,16:00-17:00,13.724,0.0,3.75
12,3,4,17,17:00-18:00,12.347999999999999,0.0,3.1398
12,3,4,18,18:00-19:00,12.152000000000001,0.0,2.61
12,3,4,19,19:00-20:00,9.236,0.0,2.1198
12,3,4,20,20:00-21:00,7.228,0.0,1.8599999999999999
12,3,4,21,21:00-22:00,6.252,0.0,1.6301999999999999
12,3,4,22,22:00-23:00,6.452,0.0,1.56
12,3,4,23,23:00-24:00,7.972,0.0,1.4802
13,4,1,0,0:00-1:00,13.495999999999999,0.0,1.3698000000000001
13,4,1,1,1:00-2:00,14.084000000000001,0.0,1.0997999999999999
13,4,1,2,2:00-3:00,13.091999999999999,0.0,0.7998000000000001
13,4,1,3,3:00-4:00,20.168,0.0,0.99
13,4,1,4,4:00-5:00,19.276,0.0,1.1802000000000001
13,4,1,5,5:00-6:00,23.08,0.0,1.6301999999999999
13,4,1,6,6:00-7:00,28.355999999999998,14.08,2.5002
13,4,1,7,7:00-8:00,26.36,25.6,3.3701999999999996
13,4,1,8,8:00-9:00,25.076,37.12,4.0098
13,4,1,9,9:00-10:00,22.112,46.08,4.199999999999999
13,4,1,10,10:00-11:00,8.995999999999999,52.48,4.1202
13,4,1,11,11:00-12:00,7.652,55.04,3.9000000000000004
13,4,1,12,12:00-13:00,10.815999999999999,56.32,3.2598000000000003
13,4,1,13,13:00-14:00,10.952,56.32,2.6898
13,4,1,14,14:00-15:00,15.152000000000001,52.48,3.63
13,4,1,15,15:00-16:00,21.66,44.8,3.8202000000000003
13,4,1,16,16:00-17:00,17.16,33.28,3.75
13,4,1,17,17:00-18:00,16.612000000000002,24.32,3.1398
13,4,1,18,18:00-19:00,15.328,11.52,2.61
13,4,1,19,19:00-20:00,9.416,0.0,2.1198
13,4,1,20,20:00-21:00,8.808,0.0,1.8599999999999999
13,4,1,21,21:00-22:00,5.215999999999999,0.0,1.6301999999999999
13,4,1,22,22:00-23:00,6.151999999999999,0.0,1.56
13,4,1,23,23:00-24:00,8.464,0.0,1.4802
14,4,2,0,0:00-1:00,13.495999999999999,0.0,1.3698000000000001
14,4,2,1,1:00-2:00,14.084000000000001,0.0,1.0997999999999999
14,4,2,2,2:00-3:00,13.091999999999999,0.0,0.7998000000000001
14,4,2,3,3:00-4:00,20.168,0.0,0.99
14,4,2,4,4:00-5:00,19.276,0.0,1.1802000000000001
14,4,2,5,5:00-6:00,23.08,0.0,1.6301999999999999
14,4,2,6,6:00-7:00,28.355999999999998,0.0,2.5002
14,4,2,7,7:00-8:00,26.36,3.2,3.3701999999999996
14,4,2,8,8:00-9:00,25.076,10.88,4.0098
14,4,2,9,9:00-10:00,22.112,17.92,4.199999999999999
14,4,2,10,10:00-11:00,8.995999999999999,24.96,4.1202
14,4,2,11,11:00-12:00,7.652,31.36,3.9000000000000004
14,4,2,12,12:00-13:00,10.815999999999999,35.84,3.2598000000000003
14,4,2,13,13:00-14:00,10.952,37.12,2.6898
14,4,2,14,14:00-15:00,15.152000000000001,32.0,3.63
14,4,2,15,15:00-16:00,21.66,25.6,3.8202000000000003
14,4,2,16,16:00-17:00,17.16,19.2,3.75
14,4,2,17,17:00-18:00,16.612000000000002,9.6,3.1398
14,4,2,18,18:00-19:00,15.328,3.2,2.61
14,4,2,19,19:00-20:00,9.416,0.0,2.1198
14,4,2,20,20:00-21:00,8.808,0.0,1.8599999999999999
14,4,2,21,21:00-22:00,5.215999999999999,0.0,1.6301999999999999
14,4,2,22,22:00-23:00,6.151999999999999,0.0,1.56
14,4,2,23,23:00-24:00,8.464,0.0,1.4802
15,4,3,0,0:00-1:00,13.495999999999999,0.0,1.3698000000000001
15,4,3,1,1:00-2:00,14.084000000000001,0.0,1.0997999999999999
15,4,3,2,2:00-3:00,13.091999999999999,0.0,0.7998000000000001
15,4,3,3,3:00-4:00,20.168,0.0,0.99
15,4,3,4,4:00-5:00,19.276,0.0,1.1802000000000001
15,4,3,5,5:00-6:00,23.08,0.0,1.6301999999999999
15,4,3,6,6:00-7:00,28.355999999999998,0.0,2.5002
15,4,3,7,7:00-8:00,26.36,1.28,3.3701999999999996
15,4,3,8,8:00-9:00,25.076,3.2,4.0098
15,4,3,9,9:00-10:00,22.112,5.12,4.199999999999999
15,4,3,10,10:00-11:00,8.995999999999999,7.68,4.1202
15,4,3,11,11:00-12:00,7.652,11.52,3.9000000000000004
15,4,3,12,12:00-13:00,10.815999999999999,14.08,3.2598000000000003
15,4,3,13,13:00-14:00,10.952,14.08,2.6898
15,4,3,14,14:00-15:00,15.152000000000001,11.52,3.63
15,4,3,15,15:00-16:00,21.66,7.04,3.8202000000000003
15,4,3,16,16:00-17:00,17.16,5.12,3.75
15,4,3,17,17:00-18:00,16.612000000000002,3.2,3.1398
15,4,3,18,18:00-19:00,15.328,1.28,2.61
15,4,3,19,19:00-20:00,9.416,0.0,2.1198
15,4,3,20,20:00-21:00,8.808,0.0,1.8599999999999999
15,4,3,21,21:00-22:00,5.215999999999999,0.0,1.6301999999999999
15,4,3,22,22:00-23:00,6.151999999999999,0.0,1.56
15,4,3,23,23:00-24:00,8.464,0.0,1.4802
16,4,4,0,0:00-1:00,13.495999999999999,0.0,1.3698000000000001
16,4,4,1,1:00-2:00,14.084000000000001,0.0,1.0997999999999999
16,4,4,2,2:00-3:00,13.091999999999999,0.0,0.7998000000000001
16,4,4,3,3:00-4:00,20.168,0.0,0.99
16,4,4,4,4:00-5:00,19.276,0.0,1.1802000000000001
16,4,4,5,5:00-6:00,23.08,0.0,1.6301999999999999
16,4,4,6,6:00-7:00,28.355999999999998,0.0,2.5002
16,4,4,7,7:00-8:00,26.36,0.0,3.3701999999999996
16,4,4,8,8:00-9:00,25.076,0.0,4.0098
16,4,4,9,9:00-10:00,22.112,0.0,4.199999999999999
16,4,4,10,10:00-11:00,8.995999999999999,0.0,4.1202
16,4,4,11,11:00-12:00,7.652,1.28,3.9000000000000004
16,4,4,12,12:00-13:00,10.815999999999999,5.12,3.2598000000000003
16,4,4,13,13:00-14:00,10.952,7.68,2.6898
16,4,4,14,14:00-15:00,15.152000000000001,5.12,3.63
16,4,4,15,15:00-16:00,21.66,1.28,3.8202000000000003
16,4,4,16,16:00-17:00,17.16,0.0,3.75
16,4,4,17,17:00-18:00,16.612000000000002,0.0,3.1398
16,4,4,18,18:00-19:00,15.328,0.0,2.61
16,4,4,19,19:00-20:00,9.416,0.0,2.1198
16,4,4,20,20:00-21:00,8.808,0.0,1.8599999999999999
16,4,4,21,21:00-22:00,5.215999999999999,0.0,1.6301999999999999
16,4,4,22,22:00-23:00,6.151999999999999,0.0,1.56
16,4,4,23,23:00-24:00,8.464,0.0,1.4802
17,5,1,0,0:00-1:00,9.776,0.0,1.3698000000000001
17,5,1,1,1:00-2:00,13.5,0.0,1.0997999999999999
17,5,1,2,2:00-3:00,15.392,0.0,0.7998000000000001
17,5,1,3,3:00-4:00,13.312,0.0,0.99
17,5,1,4,4:00-5:00,15.144,0.0,1.1802000000000001
17,5,1,5,5:00-6:00,14.315999999999999,0.0,1.6301999999999999
17,5,1,6,6:00-7:00,17.852,14.08,2.5002
17,5,1,7,7:00-8:00,9.628,25.6,3.3701999999999996
17,5,1,8,8:00-9:00,22.324,37.12,4.0098
17,5,1,9,9:00-10:00,20.928,46.08,4.199999999999999
17,5,1,10,10:00-11:00,15.995999999999999,52.48,4.1202
17,5,1,11,11:00-12:00,14.328000000000001,55.04,3.9000000000000004
17,5,1,12,12:00-13:00,12.74,56.32,3.2598000000000003
17,5,1,13,13:00-14:00,12.812,56.32,2.6898
17,5,1,14,14:00-15:00,8.256,52.48,3.63
17,5,1,15,15:00-16:00,8.556000000000001,44.8,3.8202000000000003
17,5,1,16,16:00-17:00,15.664,33.28,3.75
17,5,1,17,17:00-18:00,8.372,24.32,3.1398
17,5,1,18,18:00-19:00,7.872,11.52,2.61
17,5,1,19,19:00-20:00,11.175999999999998,0.0,2.1198
17,5,1,20,20:00-21:00,9.884,0.0,1.8599999999999999
17,5,1,21,21:00-22:00,9.02,0.0,1.6301999999999999
17,5,1,22,22:00-23:00,6.204,0.0,1.56
17,5,1,23,23:00-24:00,16.928,0.0,1.4802
18,5,2,0,0:00-1:00,9.776,0.0,1.3698000000000001
18,5,2,1,1:00-2:00,13.5,0.0,1.0997999999999999
18,5,2,2,2:00-3:00,15.392,0.0,0.7998000000000001
18,5,2,3,3:00-4:00,13.312,0.0,0.99
18,5,2,4,4:00-5:00,15.144,0.0,1.1802000000000001
18,5,2,5,5:00-6:00,14.315999999999999,0.0,1.6301999999999999
18,5,2,6,6:00-7:00,17.852,0.0,2.5002
18,5,2,7,7:00-8:00,9.628,3.2,3.3701999999999996
18,5,2,8,8:00-9:00,22.324,10.88,4.0098
18,5,2,9,9:00-10:00,20.928,17.92,4.199999999999999
18,5,2,10,10:00-11:00,15.995999999999999,24.96,4.1202
18,5,2,11,11:00-12:00,14.328000000000001,31.36,3.9000000000000004
18,5,2,12,12:00-13:00,12.74,35.84,3.2598000000000003
18,5,2,13,13:00-14:00,12.812,37.12,2.6898
18,5,2,14,14:00-15:00,8.256,32.0,3.63
18,5,2,15,15:00-16:00,8.556000000000001,25.6,3.8202000000000003
18,5,2,16,16:00-17:00,15.664,19.2,3.75
18,5,2,17,17:00-18:00,8.372,9.6,3.1398
18,5,2,18,18:00-19:00,7.872,3.2,2.61
18,5,2,19,19:00-20:00,11.175999999999998,0.0,2.1198
18,5,2,20,20:00-21:00,9.884,0.0,1.8599999999999999
18,5,2,21,21:00-22:00,9.02,0.0,1.6301999999999999
18,5,2,22,22:00-23:00,6.204,0.0,1.56
18,5,2,23,23:00-24:00,16.928,0.0,1.4802
19,5,3,0,0:00-1:00,9.776,0.0,1.3698000000000001
